movie_title,original_title,director_name,actor_1_name,actor_2_name,actor_3_name,budget,gross,title_year,release_date,duration,vote_average,vote_count,popularity,genres,country,original_language,overview,tagline,tmdb_id,imdb_id
Lost and Found,Lost and Found,Kolby Hunt,Joe Fickenscher,Adalle Banzhaf-Diaz,Dashiell Alexander,200,200,2023,2023-06-22,10,0.0,0,0.0691,Horror|Action,,en,"After a horrifying event of one of their friends kidnapping, a creepy janitor chases after a group of young delinquents after they rescue their friend and escape in a high speed race.",YOU'VE SEEN TOO MUCH. NOW IT'S TIME TO CLEAN UP.,1446258,
Jeanne’s Audition,Jeanne’s Audition,Maarten de Bruijne,Chloé Larrère,Delphine Cheverry,,2000,750,2023,2023-09-02,15,10.0,1,0.068,Drama,Belgium,nl,"Jeanne dreams of leaving her life as a farmer behind to become an actress, but her path is troubled because she tirelessly tends to her mother, who’s battling inner demons.",The Weight of Dreams,1222896,
Film Ideer,Film Ideer,Emil Guttorm,Emil Guttorm,Emil Lyster,Hjalte Larsen,1000,2500,2023,2023-12-11,0,0.0,0,0.0668,TV Movie|Documentary,Denmark,da,,,1232305,
Temporadas ao Sol,Seasons in the Sun,Bruno Ferreira,Ravi Calixto,Bernardo Salvador Côrtes,Laura Werneck,100,1000,2023,2023-09-01,0,0.0,0,0.0663,Drama,Brazil,en,"A journey through the unconscious of the central character, who visits, in past colors, important signs of his life.",Which Life is This?,796224,
Los Peligros de Fumar en el Sillón,Los Peligros de Fumar en el Sillón,Joaquín Costa,Ismael Ibarburu,Fructuoso Rivera,Joaquín Costa,20,20,2023,2023-09-20,4,0.0,0,0.0647,Comedy|Thriller,Uruguay,es,"Two friends battle boredom with the power of their bong and marijuana, but failed to consider the perils of smoking on the couch.",,1180754,
En las nubes,En las nubes,Franco V. García,Lucas Zen,,,10,50,2023,2023-09-17,0,0.0,0,0.0634,Thriller|Comedy|Horror,,es,,,1422679,tt29473437
Looking through a Glass Darkly,இருண்ட கண்ணாடி வழியாகப் பார்க்கிறேன்,Rishi Nandan,Shivatmika,,,100,100,2023,2023-01-04,3,0.0,0,0.0629,Drama,India,en,"An experimental media installation of three windows exploring fragments of liminality. Three unique re-constructions of experiential instances volumising the cataclysms of thresholds. Experience the absence of definition, the absence of boundaries set and the absence of rationale. A myth is not to be understood, a myth is passed on, like a game of Chinese whispers, it takes its course and ages with time, suiting the demography and tale, it warps and distorts",,1226222,
Qurbat,Qurbat,Vallance Alvares,Vallance Alvares,Tanushi Chopra,Siddhi More,1500,10000,2023,2023-02-14,3,10.0,2,0.0625,Drama|Romance|Documentary,India,en,It's been 2 years since they've been together. They haven't seen each other in person. Only pixels on a screen.,Does it hurt to be you?,1086635,
Twatter,Twatter,Will Dupere,Rudi Rance,Coco Kemp Welch,Will Lagkadas,300,500,2023,2023-06-27,14,10.0,1,0.0613,Comedy,,en,A comedy short mocumentary about student filmmaking. Twatter follows the exploits of Writer/Director Quentin Tarantino (No Relation) as he attempts to create his masterpiece.,What if machines could - like - feel.,1153418,
Caught The Bug,Caught The Bug,Amelia Wyeth Ponirakis,Grae Lambert,,,700,700,2023,2023-10-13,6,0.0,0,0.0613,Science Fiction|Animation,,en,A  young woman comes down with a mysterious illness  that infests upon her stomach.,It creeps.. It crawls..,1287764,
Interrogated,Interrogated,Streetz,Streetz,Dale Bass,Daetime,15000,15000,2023,2023-03-26,60,6.0,2,0.061,Comedy|Drama,United States of America,en,"Without health insurance, Rick is left with only one option to live, hitting the streets and making money for his very needed surgery.",,1114112,tt26670820
Jay Walker: Immature,Jay Walker: Immature,Jan Walker,Jay Walker,,,250000,8000000,2023,2023-07-05,65,0.0,0,0.061,Comedy,,en,"Things are about to get real in this unforgettable night of comedy. Comedian Jay Walker is as funny as ever as he reflects on fame, family, mentions on Black Twitter, and more. Join Walker for his first freestyle special. Pure honesty inspires genuine humor in this tell-all comedy special.",,1185296,tt17373012
Sityodtong Training Camp,The day I became known as 'Austmon Sityodtong',Yen Ah Moi,Austmon Pao min lee,Yodbandit,Toy Sityodtong,50000,50000,2023,2023-10-11,53,9.0,1,0.0602,Documentary|Drama,Australia,en,"Learn the art of Muaythai at one of the best training camps in Thailand. From the traditional Grandmaster Sityodtong, to the present Onechampionship Founder Chatri Sityodtong; to the ever next surviving prodigy kru toy and his assistant yodbandit sityodtong; to the formidable Austmon Sityodtong.",Sityodtong Training Camp,1194800,
November,November,Ali Shifau,Mohamed Jumayyil,Mariyam Majudha,Ismail Wajeeh,10000,100000,2023,2023-12-04,134,0.0,0,0.0595,Romance|Drama,,en,"Yamaan, bound for Singapore to pursue an accounting degree, meets Ameera, a linguistics teacher en route to a conference. When Ameera's plans falter, Yamaan offers shelter at his uncle's. Their bond grows into romance, but fate pulls them apart after Ameera's departure, leaving Yamaan adrift until finding direction in photography. Relocating to the Maldives, he crosses paths with Ameera again, discovering a changed woman. Determined to unravel the mystery, Yamaan confronts a new chapter in their relationship.",,1292188,
Segundão,Segundão,,,,,100,200,2023,2023-12-12,0,0.0,0,0.0571,Documentary|Music,,pt,,,1319770,
GUTTERPUNKS,GUTTERPUNKS,Ben Van Der Meer,Aya Sherian,Josiah Armstrong,Brandon Kwan,7000,200,2023,2023-10-15,11,10.0,1,0.0563,Comedy|Crime,United States of America,en,"When a young college student, with a promising academic career, returns to her hometown for the summer, she discovers that her rowdy friends from high school have become obsessed with a popular new gig app for aspiring criminals.",Get Punked,1319397,tt28118665
Can Ducks Fly?,Pueden Los Patos Volar?,Alonso Betancourt Cherbowsky,Emilio Schwartau,Rebecka Duran Rivera,Mikel Montes,1000,3500,2023,2023-08-11,15,10.0,1,0.0511,Horror|Mystery,,es,Diego suffers from anxiety and a man who visits him to make his life miserable will not rest until Diego’s ultimate demise.,WHERE CAN YOUR MIND GET YOU TO?,1414528,
The Goddess of Forest,Lembi Leima,,Bijou Thaangjam,Bala Hijam,Naveen Jagbir Sandhu,2500,7500,2023,2023-04-14,44,0.0,0,0.0486,Drama,,xx,"In a remote village of Manipur, India, feelings of uncertainty grow towards a newly arrived ecology expert, who is believed to be a witch.","a remote village of Manipur, India, feelings of uncertainty grow towards a newly arrived ecology expert, who is believed to be a witch.",1168020,tt20420400
Benny Valentine,Benny Valentine,Ben Howley,Bella Moore,Ben Howley,,2000,50000,2023,2023-12-07,4,0.0,0,0.0484,,,en,Film accompanying Bella Moore's debut single Benny Valentine.,,1484206,
Losinj,Lošinj,Jan Pance,Dimitar Kamenov,Stevo Kamenov,Martina Kalac,3000,25000,2023,2023-05-18,10,0.0,0,0.0482,Documentary,Slovenia,en,"On the island of Lošinj, a man finds healing and purpose in its therapeutic air, while uncovering the island's hidden military past through the stories of a former soldier, blending nature, history, and human connection.",There is no land without dreams. No island without shadows.,1511992,tt37404293
FEELING EVERY SUNSET,FEELING EVERY SUNSET,Cayetano Gastañeta,Dio Vinci,Lorenzo Hole,Alessandro Modonese,150,500,2023,2023-04-21,11,0.0,0,0.0479,Documentary,,en,"During summer of 2023, a group of friends spent their free time filming a surfing video in Punta Hermosa, Perú. This is the end product.",LIVING THE JOURNEY,1116461,
(Inter)Canvi,(Inter)Canvi,Shiyi Lin,Sara Sodré,Shio Yerpes,Ángel Medina,2000,2600,2023,2023-03-31,4,10.0,1,0.0478,Drama,Spain,es,"Two aliens come back to earth to check up on humans, who they once helped overcome global warming and general extinction of all life due to contamination, only to find out that some things may still need a change.",It's just a bottle!,1157363,
The Muddy Hand,The Muddy Hand,Sean McGahan,Kyle Keary,Zack Moya,Brendan McCaskey,10,20,2023,2023-10-31,5,0.0,0,0.0459,Horror|Comedy,,en,"During a night time hangout, friends get picked off as The Muddy Hand begins stalking its prey","Knock Knock, Who’s There? The Muddy Hand!",1162330,
Theophany,Theophany,Isabella Gonzales,Natalia Segelbach,Matthew Vermette,,500,1000,2023,2023-07-03,2,0.0,0,0.0454,Drama|Thriller|Music,United States of America,en,a young timid boy who is doubtful about faith and religion is beaten by curiosity and ends up wandering into a peculiar church and encountering a celestial yet godlike girl.,SO WHO WAS IT THAT THEY SAW?,1217549,
Dive: The Beginning,Dive: The Beginning,Vignesh Ganesh,Vignesh Ganesh,Merrill George,Diya,160,51,2023,2023-05-13,3,10.0,1,0.0454,Drama,United States of America,en,"A heartwarming story of Vignesh, who initially struggles with swimming due to age and studies pressure. Through advice from colleagues and friends, he discovers the value of swimming, overcoming his fears and finding a new sense of purpose and fulfillment. This inspiring tale emphasizes the transformative power of self-belief and the support of loved ones.","""No matter what the struggle is, Face it...""",1398174,
Justice for Batman: The Mark Racop Case,Justice for Batman: The Mark Racop Case,Aidan Merck,Mark Racop,Dan Noyes,Jill Racop,1000,3000,2023,2023-02-08,13,10.0,2,0.0451,Documentary,United States of America,en,"Mark Racop, a batmobile maker from Indiana, is unjustly accused and raided by California police while being forced into a criminal court case.",,1165528,tt30873804
The Cactus,The Cactus,Jacob de Geus,Sheffield Hocker,Jacob de Geus,Matthew de Geus,250,50,2023,2023-04-15,6,0.0,0,0.045,Drama,United States of America,en,Ben is given a Cactus as a gift for his 18th birthday. He places it down on his desk. As this cactus's life passes so does Ben's. He graduates high school and finds himself in a tumultuous period of his life. Full of emotional highs and lows we witness the life of this cactus and an uncertain slice of Ben's life.,Forgotten but not yet gone.,1317369,
Retrato Azul,Blue Portrait,Bruno Ferreira,André Alvarenga,Valentina de Paula,Cassio Loures,200,1750,2023,2023-08-01,8,0.0,0,0.0438,Drama,Brazil,en,"At the conclusion of the ""Trilogy of the Tie"" the boy has his last dream in memory of his deceased beloved.",Where does the tie belong?,640380,
The Cradle,The Cradle,Abhi Tundel,Srishti Srivastava,Siddhesh Pednekar,,20000,50000,2023,2023-07-16,0,0.0,0,0.0434,Horror,,en,A man must make sure to earn enough to take care of his newly born baby. But a man must also check on it once in a while.,,1157900,tt27704538
Alheios,Alheios,,,,,20,360,2023,2023-12-02,0,0.0,0,0.0429,Documentary|Mystery,,pt,,,1413691,
INCONSCIENTE,INCONSCIENTE,Breno Cavalcanti,Barbara Salcedo,André Collin,Mario Alves,2000,2000,2023,2023-12-13,22,0.0,0,0.0416,Drama|Mystery|Fantasy,Brazil,pt,"A mysterious health condition emerged in late 2022: dozens of people go to sleep and never wake up, entering a deep coma popularly known as ""The Sleep Plague."" Ester, a psychology student burdened with guilt over her recent loss of her mother, finds herself involuntarily living in her own dreams. With the chance to reunite with her mother, Ester will discover that living in her mind may not be as pleasant as it seems.",,1217712,
Coffee In The Heat,Café Dans Le Feu,Lucas Reinke,Annie Reinke,Yvonne Reinke,,50,50,2023,2023-08-12,5,0.0,0,0.0409,Comedy|Family,United Kingdom,en,"When Annie's parents go to the beach, what does she do to pass the time?","We're going to the beach, are you gonna be fine by yourself?",1163740,
For the Love of Cash,For the Love of Cash,Eric{baby Sosa}Rutledge,Eric{baby Sosa}Rutledge,Lord Skeez,Toodie Brown,25000,25000,2023,2023-06-16,65,0.0,0,0.0404,Drama|Crime,,en,"Cash a ex con finally released from prison after a long sentence comes home and hooks up with his friend/music producer Rick.Cash then gets a job at Ricks T shirt store and at work is where he finds the young charismatic single mother named Love, Love and Cash hit it off immediately, Til one tragic day a friend of Rick and cash zay comes and picks up cash taking him to go smoke not reveakling that he just robbed a dangerous drug dealer named Four resulting in a situation that cash can't get himself out of. For the love of cash dives into Love and the lives of everyday people being forced into a bad situation this depicts the inner city in a way that has never been depicted",,1185706,tt28561745
Medium Shot,Medium Shot,Jonathan Landeros,Miguel Quintana,,,50000,60000,2023,2023-08-23,20,10.0,1,0.0404,Comedy,Mexico,en,A Mexican public high school agrees to be documented by inexperienced filmmakers.,The best documentary about the worst high school in México,1251412,tt31458300
VENUM,VENUM 'Fight 4 Life' Documentary Movie,Yen Ah Moi,Chris Foster,Austmon Pao min lee,Mehdi Zatout,50000,70000,2023,2023-10-01,32,10.0,1,0.0404,Documentary|Drama,Australia,en,A reality movie on VENUM Muaythai Training Camp center in Thailand where the best fighters are coached and trained to compete in tournaments and competition.,VENUM Muaythai Training Camp,1194763,
Voyage: A Chance of Being Born,Voyage: Šansa za rođenje,Bljesak info,Trippie Redd,Lil Pump,,200,1000,2023,2023-01-11,90,0.0,0,0.0393,Documentary,Serbia,sr,"Voyage, a well-known Serbian rapper and philosopher, explains the odds of a human being's birth.",Voyage,1321605,tt36280977
Hasse Dunder,Hasse Dunder,Leon åhlin,Leon åhlin,Nils from sundstedt,Axel Påhlsson,1,100,2023,2023-06-11,0,10.0,1,0.0363,Adventure|Science Fiction|Action|Comedy,Sweden,en,,,1162824,
רכבת דוריטוס,רכבת דוריטוס,ירין טובול,יהלי תורג'מן,ינון בן שבת,ירין טובול,7,20,2023,2023-07-22,0,10.0,2,0.0362,Crime|Horror|History,,he,,,1155122,
El Bosque Salvaje de Pardomino,El Bosque Salvaje de Pardomino,,,,,9000,9199,2023,2023-05-05,0,0.0,0,0.0338,Documentary,,es,,,1447140,tt27853868
The Fiti,El Fiti,Nandi Catalogne,Luana Pena,Nelson Gómez,Facundo Pedemonte,1500,700,2023,2023-08-15,17,0.0,0,0.0338,Comedy|Fantasy,,en,"Two friends find a mysterious fitito parked at the door of their house, when they get on it they undergo a metamorphosis, going from being the Rastafarian hippies they were to typical citizens.",,1167494,
the revenge,the revenge,oskar croy,boy uno,boy dos,girl one,5,30,2023,2023-08-15,0,0.0,0,0.0338,Action|Drama,,nl,,,1201104,
28 Secondes,28 Secondes,Rémi Lebel,Justin Landry,Rémi Lebel,Alexandre Martineau,9000,9000,2023,2023-02-16,1,0.0,0,0.0336,Mystery,,en,Michèle Bastien,Michèle Bastien,1446981,
Malawi Gold,Malawi Gold,Jake Marston,Mariah Goodman,Jack Hueser,Ben Tjaden,2000,100,2023,2023-09-10,11,1.0,1,0.0311,Comedy,United States of America,en,Jane has to convince a bizarre drug dealer to sell her his rarest strain of weed when she forgets her stoner boyfriend's birthday.,ONLY THE RAREST STRAIN OF WEED IN THE WORLD,1018490,
"Caramba, Cacilda!","Caramba, Cacilda!",Agatha Bueno,Thaina Aparecida,Andrea Santana,Karoline Valença,600,150,2023,2023-02-25,0,10.0,1,0.0311,Comedy,Brazil,pt,,,1152567,
"Arkian(Before that,After that,Then from that)",Arkian,Salman Alvares,Risqi Maulana Iqbal,M Putra Jaenal,Sandy Saputra,200,900,2023,2023-12-26,14,10.0,1,0.0311,Drama,Indonesia,id,"Two 13-year-old children from broken homes with different social backgrounds explore a place they have never visited before in order to discover their own identities. However, when they find what they are looking for, both of them decide to go their separate ways.","Why do you let these little flakes fly around freely,without bothering to look for them?",1225935,
Pasado de verde,Pasado de verde,Marcelo Bonaldi,Santiago Guemberena,Carmen Lecueder,Carmen Díaz,100,233,2023,2023-10-21,0,0.0,0,0.0311,Comedy,,es,,,1194177,
Lily Chou-Chou LIVE U-Next 2023,Lily Chou-Chou LIVE U-Next 2023,Kyōichi Shiino,Salyu,Takeshi Kobayashi,Yukio Nagoshi,1000,10000,2023,2023-10-21,0,10.0,1,0.0306,Music,Japan,ja,,,1511199,
The Man The Myth The Bellend,The Man The Myth The Bellend,Rhys Walkington,Alex Graham,Fynn France,Rhys Walkington,100,500,2023,2023-07-18,34,10.0,1,0.0306,Documentary|Comedy,United Kingdom,en,"Bellend Productions'(TM) 1X Nominated Documentary ""The Man The Myth The Bellend"" Directed by Rhys Walkington is the first ever Bellend Productions(TM) Film and is a documentary about the Life of ""The Man The Myth The Bellend.""",Endure The Gripping Story of The Bellend,1226559,tt28656696
Soft,Soft,Kyndra Lee,Kyndra Lee,Emily Delegeane,,450,125,2023,2023-02-11,13,0.0,0,0.0286,Drama,,en,A portrait of new found sobriety and love unravels as a young woman moves through the motions of melancholic life in seclusion.,THE VOID IS OUR FRIEND.,1150931,tt28317056
Stray's Rest,Stray's Rest,Kelly Wang,Kelly Wang,,,56000,56000,2023,2023-05-05,2,0.0,0,0.0286,Animation,United States of America,en,A frightened stray cat dreams of its time in the streets.,"""Started this in my first year and finished in my third. Enjoy loves, mwah.""",1287742,
The silent sound of tarawangsa,The silent sound of tarawangsa,Bandera,Deni,,,100,200,2023,2023-12-20,12,10.0,1,0.0286,Documentary,Indonesia,id,"This documentary film tells the story of the struggle of a young man in a traditional village in the area South Bandung, which is trying to preserve gambar music which has been lost for almost 15 years year in the traditional village. Deni, the young man, is armed with great courage and will to revive the musical legacy",,1226275,tt30988718
Gavin Serve,Gavin Serve,Victoria de Dios,Gavin Wise,Emma Tobin,,200000,300,2023,2023-05-06,0,0.0,0,0.0281,Comedy|Science Fiction|Horror,,en,Gavin Serves,He cooks and he cleans,1119487,
